id,zip,name,kecamatan_id
20111,20111,Kesawan,Medan Barat
20112,20112,Petisah Tengah,Medan Petisah
20113,20113,Sekip,Medan Petisah
20114,20114,Silalas,Medan Barat
20115,20115,Glugur Kota,Medan Barat
20116,20116,Pulo Brayan Kota,Medan Barat
20117,20117,Karang Berombak,Medan Barat
20117,20117,Sei Agul,Medan Barat
20118,20118,Sei Putih Barat,Medan Petisah
20118,20118,Sei Putih Tengah,Medan Petisah
20118,20118,Sei Putih Timur I,Medan Petisah
20118,20118,Sei Putih Timur II,Medan Petisah
20119,20119,Sei Sikambing D,Medan Petisah
20121,20121,Babura Sunggal,Medan Sunggal
20122,20122,Sei Sikambing B,Medan Sunggal
20122,20122,Simpang Tanjung,Medan Sunggal
20122,20122,Tanjung Rejo,Medan Sunggal
20123,20123,Dwi Kora,Medan Helvetia
20123,20123,Sei Sikambing C II,Medan Helvetia
20124,20124,Helvetia,Medan Helvetia
20124,20124,Helvetia Tengah,Medan Helvetia
20124,20124,Helvetia Timur,Medan Helvetia
20125,20125,Tanjung Gusta,Medan Helvetia
20126,20126,Cinta Damai,Medan Helvetia
20127,20127,Lalang,Medan Sunggal
20128,20128,Sunggal,Medan Sunggal
20131,20131,Beringin,Medan Selayang
20131,20131,Padang Bulan Selayang I,Medan Selayang
20131,20131,Padang Bulan Selayang II,Medan Selayang
20132,20132,Sempakata,Medan Selayang
20132,20132,Tanjung Sari,Medan Selayang
20133,20133,Asam Kumbang,Medan Selayang
20134,20134,Tanjung Selamat,Medan Tuntungan
20135,20135,Simalingkar B,Medan Tuntungan
20135,20135,Simpang Selayang,Medan Tuntungan
20136,20136,Kemenangan Tani,Medan Tuntungan
20136,20136,Lau Cih,Medan Tuntungan
20136,20136,Namu Gajah,Medan Tuntungan
20137,20137,Sidomulyo,Medan Tuntungan
20138,20138,Ladang Bambu,Medan Tuntungan
20141,20141,Mangga,Medan Tuntungan
20142,20142,Kwala Bekala,Medan Johor
20143,20143,Pangkalan Masyhur,Medan Johor
20144,20144,Gedung Johor,Medan Johor
20145,20145,Kedai Durian,Medan Johor
20146,20146,Suka Maju,Medan Johor
20146,20146,Titi Kuning,Medan Johor
20147,20147,Harjosari I,Medan Amplas
20147,20147,Harjosari II,Medan Amplas
20148,20148,Timbang Deli,Medan Amplas
20149,20149,Bangun Mulia,Medan Amplas
20151,20151,Aur,Medan Maimun
20151,20151,Hamdan,Medan Maimun
20152,20152,Anggrung,Medan Polonia
20152,20152,Jati,Medan Maimun
20152,20152,Madras Hulu,Medan Polonia
20153,20153,Darat,Medan Baru
20153,20153,Petisah Hulu,Medan Baru
20154,20154,Babura,Medan Baru
20154,20154,Merdeka,Medan Baru
20155,20155,Padang Bulan,Medan Baru
20156,20156,Titi Rantai/Rante,Medan Baru
20157,20157,Polonia,Medan Polonia
20157,20157,Sari Rejo,Medan Polonia
20157,20157,Suka Damai,Medan Polonia
20158,20158,Kampung Baru,Medan Maimun
20159,20159,Sei Mati,Medan Maimun
20159,20159,Suka Raja,Medan Maimun
20211,20211,Pandau Hulu I,Medan Kota
20211,20211,Pandau Hulu II,Medan Area
20212,20212,Pasar Baru,Medan Kota
20212,20212,Pusat Pasar,Medan Kota
20213,20213,Mesjid,Medan Kota
20214,20214,Sei Rengas I,Medan Kota
20214,20214,Sei Rengas II,Medan Area
20214,20214,Sei Rengas Permata,Medan Area
20215,20215,Kota Matsum I,Medan Area
20215,20215,Kota Matsum II,Medan Area
20215,20215,Kota Matsum III,Medan Kota
20215,20215,Kota Matsum IV,Medan Area
20216,20216,Sukaramai I,Medan Area
20216,20216,Sukaramai II,Medan Area
20216,20216,Tegal Sari I,Medan Area
20216,20216,Tegal Sari II,Medan Area
20216,20216,Tegal Sari III,Medan Area
20217,20217,Pasar Merah Barat,Medan Kota
20217,20217,Pasar Merah Timur,Medan Area
20217,20217,Teladan Barat,Medan Kota
20217,20217,Teladan Timur,Medan Kota
20218,20218,Sudi Rejo I,Medan Kota
20218,20218,Sudi Rejo II,Medan Kota
20219,20219,Siti Rejo I,Medan Kota
20219,20219,Sitirejo II,Medan Amplas
20219,20219,Sitirejo III,Medan Amplas
20221,20221,Indra Kasih,Medan Tembung
20222,20222,Sidorejo,Medan Tembung
20222,20222,Sidorejo Hilir,Medan Tembung
20223,20223,Bandar Selamat,Medan Tembung
20224,20224,Bantan,Medan Tembung
20224,20224,Bantan Timur,Medan Tembung
20225,20225,Tembung,Medan Tembung
20226,20226,Tegal Sari Mandala I,Medan Denai
20226,20226,Tegal Sari Mandala II,Medan Denai
20226,20226,Tegal Sari Mandala III,Medan Denai
20227,20227,Denai,Medan Denai
20228,20228,Binjai,Medan Denai
20228,20228,Medan Tenggara,Medan Denai
20229,20229,Amplas,Medan Amplas
20231,20231,Gang Buntu,Medan Timur
20231,20231,Perintis,Medan Timur
20232,20232,Pandau Hilir,Medan Perjuangan
20233,20233,Pahlawan,Medan Perjuangan
20233,20233,Sei Kera Hulu,Medan Perjuangan
20233,20233,Sei Kerah Hilir I,Medan Perjuangan
20233,20233,Sei Kerah Hilir II,Medan Perjuangan
20234,20234,Sidodadi,Medan Timur
20235,20235,Durian,Medan Timur
20235,20235,Gaharu,Medan Timur
20236,20236,Sidorame Barat I,Medan Perjuangan
20236,20236,Sidorame Barat II,Medan Perjuangan
20236,20236,Sidorame Timur,Medan Perjuangan
20237,20237,Tegal Rejo,Medan Perjuangan
20238,20238,Glugur Darat I,Medan Timur
20238,20238,Glugur Darat II,Medan Timur
20239,20239,Pulo Brayan Bengkel,Medan Timur
20239,20239,Pulo Brayan Bengkel Baru,Medan Timur
20239,20239,Pulo Brayan Darat I,Medan Timur
20239,20239,Pulo Brayan Darat II,Medan Timur
20241,20241,Tanjung Mulia,Medan Deli
20241,20241,Tanjung Mulia Hilir,Medan Deli
20242,20242,Mabar,Medan Deli
20242,20242,Mabar Hilir,Medan Deli
20243,20243,Kota Bangun,Medan Deli
20244,20244,Titi Papan,Medan Deli
20245,20245,Tanah Enam Ratus,Medan Marelan
20250,20250,Paya Pasir,Medan Marelan
20251,20251,Besar,Medan Labuhan
20252,20252,Martubung,Medan Labuhan
20252,20252,Sei Mati,Medan Labuhan
20253,20253,Pekan Labuhan,Medan Labuhan
20254,20254,Labuhan Deli,Medan Marelan
20255,20255,Rengas Pulau,Medan Marelan
20256,20256,Terjun,Medan Marelan
20351,20351,Helvetia,Sunggal
20351,20351,Kampung Lalang,Sunggal
20351,20351,Medan Krio,Sunggal
20351,20351,Mulyo Rejo,Sunggal
20351,20351,Paya Geli,Sunggal
20351,20351,Puji Mulyo,Sunggal
20351,20351,Purwodadi,Sunggal
20351,20351,Sei Beras Sekata,Sunggal
20351,20351,Sei Mencirim,Sunggal
20351,20351,Sei Semayang,Sunggal
20351,20351,Sm Diski,Sunggal
20351,20351,Suka Maju,Sunggal
20351,20351,Sukajadi (Serba Jadi),Sunggal
20351,20351,Tanjung Gusta,Sunggal
20351,20351,Tanjung Selamat,Sunggal
20351,20351,Telaga Sari,Sunggal
20351,20351,Tunggal Kanan (Sungal Kanan),Sunggal
20353,20353,Baru (Desa Baru),Pancur Batu
20353,20353,Bintang Meriah,Pancur Batu
20353,20353,Dorin Tonggal (Durin Tunggal),Pancur Batu
20353,20353,Durian Jangak,Pancur Batu
20353,20353,Durin Simbelang A,Pancur Batu
20353,20353,Gunung Tinggi,Pancur Batu
20353,20353,Hulu (Kampung Hulu),Pancur Batu
20353,20353,Lama,Pancur Batu
20353,20353,Namo Bintang,Pancur Batu
20353,20353,Namo Riam,Pancur Batu
20353,20353,Namo Rih,Pancur Batu
20353,20353,Namo Simpur,Pancur Batu
20353,20353,Pertampilan (Pertampilen),Pancur Batu
20353,20353,Perumnas Simalingkar,Pancur Batu
20353,20353,Salam Tani,Pancur Batu
20353,20353,Sei Glugur (Gelugur),Pancur Batu
20353,20353,Sembahe Baru,Pancur Batu
20353,20353,Simalingkar A,Pancur Batu
20353,20353,Sugou (Sugau),Pancur Batu
20353,20353,Suka Raya,Pancur Batu
20353,20353,Tanjung Anom,Pancur Batu
20353,20353,Tengah (Kampung Tengah),Pancur Batu
20353,20353,Tiang Layar,Pancur Batu
20353,20353,Tuntungan I,Pancur Batu
20353,20353,Tuntungan II,Pancur Batu
20354,20354,Kuala Lau Bicik,Kutalimbaru
20354,20354,Kuta Limbaru,Kutalimbaru
20354,20354,Lau Bakeri,Kutalimbaru
20354,20354,Namo Mirik,Kutalimbaru
20354,20354,Namo Rube Julu,Kutalimbaru
20354,20354,Pasar X,Kutalimbaru
20354,20354,Perpanden,Kutalimbaru
20354,20354,Sampe Gita (Cita),Kutalimbaru
20354,20354,Sawit Rejo,Kutalimbaru
20354,20354,Sei Mencirim,Kutalimbaru
20354,20354,Silebo Lebo,Kutalimbaru
20354,20354,Suka Dame,Kutalimbaru
20354,20354,Suka Makmur,Kutalimbaru
20354,20354,Suka Rende,Kutalimbaru
20355,20355,Deli Tua,Deli Tua
20355,20355,Deli Tua Barat,Deli Tua
20355,20355,Deli Tua Timur,Deli Tua
20355,20355,Kedai Durian,Deli Tua
20355,20355,Mekar Sari,Deli Tua
20355,20355,Suka Makmur,Deli Tua
20356,20356,Batu Gemuk,Namo Rambe
20356,20356,Batu Mbelin,Namo Rambe
20356,20356,Batu Penjemuran,Namo Rambe
20356,20356,Batu Rejo,Namo Rambe
20356,20356,Bekukul,Namo Rambe
20356,20356,Cinta Rakyat,Namo Rambe
20356,20356,Deli Tua,Namo Rambe
20356,20356,Gunung Berita,Namo Rambe
20356,20356,Gunung Klawas (Kelawas),Namo Rambe
20356,20356,Jaba,Namo Rambe
20356,20356,Jati Kusuma (Kesuma),Namo Rambe
20356,20356,Kuala Simeme,Namo Rambe
20356,20356,Kuta Tengah,Namo Rambe
20356,20356,Kuta Tuala (Tualah),Namo Rambe
20356,20356,Lau Mulgap,Namo Rambe
20356,20356,Lubang Ido,Namo Rambe
20356,20356,Namo Batang,Namo Rambe
20356,20356,Namo Landur,Namo Rambe
20356,20356,Namo Mbarao (Mbaru),Namo Rambe
20356,20356,Namo Mbelin,Namo Rambe
20356,20356,Namo Mungkur (Rimo Mungkur),Namo Rambe
20356,20356,Namo Pakam,Namo Rambe
20356,20356,Namo Pinang,Namo Rambe
20356,20356,Namo Rambe,Namo Rambe
20356,20356,Rumah Keben,Namo Rambe
20356,20356,Rumah Mbacang,Namo Rambe
20356,20356,Salang Tungir,Namo Rambe
20356,20356,Silue Lue,Namo Rambe
20356,20356,Sudi Rejo,Namo Rambe
20356,20356,Suka Mulia Hilir,Namo Rambe
20356,20356,Suka Mulia Hulu,Namo Rambe
20356,20356,Tangkahan,Namo Rambe
20356,20356,Tanjung Selamat,Namo Rambe
20356,20356,Timbang Lawan,Namo Rambe
20356,20356,Ujung Labuhen,Namo Rambe
20356,20356,Uruk Gedang,Namo Rambe
20357,20357,Bandar Baru,Sibolangit
20357,20357,Batu Layang,Sibolangit
20357,20357,Batu Mbelin,Sibolangit
20357,20357,Bengkurung,Sibolangit
20357,20357,Betimus Baru,Sibolangit
20357,20357,Bingkawan,Sibolangit
20357,20357,Buah Nabar,Sibolangit
20357,20357,Bukum,Sibolangit
20357,20357,Buluh Awar,Sibolangit
20357,20357,Cinta Rakyat,Sibolangit
20357,20357,Durin Serugun,Sibolangit
20357,20357,Ketangkuhen,Sibolangit
20357,20357,Kuala,Sibolangit
20357,20357,Martelu,Sibolangit
20357,20357,Negri Gugung,Sibolangit
20357,20357,Puang Aja,Sibolangit
20357,20357,Rambung Baru,Sibolangit
20357,20357,Rumah Kinangkung Sp,Sibolangit
20357,20357,Rumah Pil-Pil,Sibolangit
20357,20357,Rumah Sumbul,Sibolangit
20357,20357,Sala Bulan,Sibolangit
20357,20357,Sayum Sabah,Sibolangit
20357,20357,Sembahe,Sibolangit
20357,20357,Sibolangit,Sibolangit
20357,20357,Sikeben,Sibolangit
20357,20357,Suka Maju,Sibolangit
20357,20357,Suka Makmur,Sibolangit
20357,20357,Tambunen,Sibolangit
20357,20357,Tanjung Beringin,Sibolangit
20357,20357,Ujung Deleng,Sibolangit
20358,20358,Aji Baho,Biru-Biru
20358,20358,Biru-Biru,Biru-Biru
20358,20358,Candi Rejo,Biru-Biru
20358,20358,Kuala Dekah,Biru-Biru
20358,20358,Kuta Mulyo,Biru-Biru
20358,20358,Madinding Julu,Biru-Biru
20358,20358,Mbaruae (Mbaruai),Biru-Biru
20358,20358,Namo Suro Baru,Biru-Biru
20358,20358,Namo Tualang,Biru-Biru
20358,20358,Penen,Biru-Biru
20358,20358,Per Ria Ria,Biru-Biru
20358,20358,Rumah Gerat,Biru-Biru
20358,20358,Sari Laba Jahe,Biru-Biru
20358,20358,Selamat (Kampung Selamat),Biru-Biru
20358,20358,Sidodadi,Biru-Biru
20358,20358,Sidomulyo,Biru-Biru
20358,20358,Tanjung Sena,Biru-Biru
20361,20361,Lantasan Baru,Patumbak
20361,20361,Lantasan Lama,Patumbak
20361,20361,Marindal Dua,Patumbak
20361,20361,Marindal Satu,Patumbak
20361,20361,Patumbak Dua,Patumbak
20361,20361,Patumbak Kampung,Patumbak
20361,20361,Patumbak Satu,Patumbak
20361,20361,Sigara Gara,Patumbak
20362,20362,Aek Pancur,Tanjung Morawa
20362,20362,Bandar Labuhan,Tanjung Morawa
20362,20362,Bangun Rejo,Tanjung Morawa
20362,20362,Bangun Sari,Tanjung Morawa
20362,20362,Bangun Sari Baru,Tanjung Morawa
20362,20362,Buntu Badimbar (Bedimbar),Tanjung Morawa
20362,20362,Dagang Kelambir,Tanjung Morawa
20362,20362,Dagang Krawan (Kerawan),Tanjung Morawa
20362,20362,Dalu X A (Dalu Sepuluh A),Tanjung Morawa
20362,20362,Dalu X B (Dalu Sepuluh B),Tanjung Morawa
20362,20362,Lengau Serpang,Tanjung Morawa
20362,20362,Limau Manis,Tanjung Morawa
20362,20362,Medan Sinembah,Tanjung Morawa
20362,20362,Naga Timbul,Tanjung Morawa
20362,20362,Pekan Tanjung Morawa,Tanjung Morawa
20362,20362,Penara Kebon/Kebun,Tanjung Morawa
20362,20362,Perdamean (Perdamaian),Tanjung Morawa
20362,20362,Punden Rejo,Tanjung Morawa
20362,20362,Sei/Sungai Merah,Tanjung Morawa
20362,20362,Tanjung Baru,Tanjung Morawa
20362,20362,Tanjung Morawa A,Tanjung Morawa
20362,20362,Tanjung Morawa B,Tanjung Morawa
20362,20362,Tanjung Mulia,Tanjung Morawa
20362,20362,Telaga Sari,Tanjung Morawa
20362,20362,Ujung Serdang,Tanjung Morawa
20362,20362,Wono Sari,Tanjung Morawa
20363,20363,Gunung Rintis,Sinembah Tanjung Muda Hilir
20363,20363,Juma/Jumma Tombak,Sinembah Tanjung Muda Hilir
20363,20363,Kuta Jurung,Sinembah Tanjung Muda Hilir
20363,20363,Lau Barus Baru,Sinembah Tanjung Muda Hilir
20363,20363,Lau Rakit,Sinembah Tanjung Muda Hilir
20363,20363,Lau Rempah,Sinembah Tanjung Muda Hilir
20363,20363,Limau Mungkur,Sinembah Tanjung Muda Hilir
20363,20363,Negara Beringin/Bringin,Sinembah Tanjung Muda Hilir
20363,20363,Penungkiren,Sinembah Tanjung Muda Hilir
20363,20363,Rambai,Sinembah Tanjung Muda Hilir
20363,20363,Siguci,Sinembah Tanjung Muda Hilir
20363,20363,Sumbul,Sinembah Tanjung Muda Hilir
20363,20363,Tadukan Raga,Sinembah Tanjung Muda Hilir
20363,20363,Tala Peta,Sinembah Tanjung Muda Hilir
20363,20363,Telun Kenas,Sinembah Tanjung Muda Hilir
20371,20371,Amplas,Percut Sei Tuan
20371,20371,Bandar Khalifah (Klippa),Percut Sei Tuan
20371,20371,Bandar Khalipah Kebon,Percut Sei Tuan
20371,20371,Bandar Setia,Percut Sei Tuan
20371,20371,Cinta Damai (Dame),Percut Sei Tuan
20371,20371,Cinta Rakyat,Percut Sei Tuan
20371,20371,Kenangan,Percut Sei Tuan
20371,20371,Kenangan Baru,Percut Sei Tuan
20371,20371,Kolam,Percut Sei Tuan
20371,20371,Laut Dendang,Percut Sei Tuan
20371,20371,Medan Estate,Percut Sei Tuan
20371,20371,Pematang Lalang,Percut Sei Tuan
20371,20371,Percut,Percut Sei Tuan
20371,20371,Saentis,Percut Sei Tuan
20371,20371,Sampali,Percut Sei Tuan
20371,20371,Sei Rotan,Percut Sei Tuan
20371,20371,Sumber Rejo Timur,Percut Sei Tuan
20371,20371,Tanjung Rejo,Percut Sei Tuan
20371,20371,Tanjung Selamat,Percut Sei Tuan
20371,20371,Tembung,Percut Sei Tuan
20372,20372,Bakaran Batu,Batang Kuis
20372,20372,Baru (kampung Baru),Batang Kuis
20372,20372,Batang Kuis Pekan,Batang Kuis
20372,20372,Bintang Meriah,Batang Kuis
20372,20372,Mesjid,Batang Kuis
20372,20372,Paya Gambar,Batang Kuis
20372,20372,Sena,Batang Kuis
20372,20372,Sidodadi,Batang Kuis
20372,20372,Sugiharjo,Batang Kuis
20372,20372,Tanjung Sari,Batang Kuis
20372,20372,Tumpatan Nibung,Batang Kuis
20373,20373,Helvetia,Labuhan Deli
20373,20373,Karang Gading,Labuhan Deli
20373,20373,Manunggal,Labuhan Deli
20373,20373,Pematang Johar,Labuhan Deli
20373,20373,Telaga Tujuh,Labuhan Deli
20374,20374,Bulu Cina,Hamparan Perak
20374,20374,Desa Lama (Kampung Lama),Hamparan Perak
20374,20374,Hamparan Perak,Hamparan Perak
20374,20374,Klambir,Hamparan Perak
20374,20374,Klambir Lima Kampung,Hamparan Perak
20374,20374,Klambir Lima Kebon,Hamparan Perak
20374,20374,Klumpang Kampung,Hamparan Perak
20374,20374,Klumpang Kebon,Hamparan Perak
20374,20374,Kota Datar,Hamparan Perak
20374,20374,Kota Pantang (Rantang),Hamparan Perak
20374,20374,Paluh Kurau,Hamparan Perak
20374,20374,Paluh Manan,Hamparan Perak
20374,20374,Paya Bakung,Hamparan Perak
20374,20374,Sei/Sungai Baharu,Hamparan Perak
20374,20374,Selemak,Hamparan Perak
20374,20374,Sialang Muda,Hamparan Perak
20374,20374,Tandam/Tandem Hilir Dua,Hamparan Perak
20374,20374,Tandam/Tandem Hilir Satu,Hamparan Perak
20374,20374,Tandam/Tandem Hulu Dua,Hamparan Perak
20374,20374,Tandam/Tandem Hulu Satu,Hamparan Perak
20411,20411,Belawan I,Medan Belawan Kota
20412,20412,Belawan II,Medan Belawan Kota
20412,20412,Belawan Sicanang,Medan Belawan Kota
20414,20414,Bagan Deli,Medan Belawan Kota
20414,20414,Belawan Bahari,Medan Belawan Kota
20415,20415,Belawan Bahagia,Medan Belawan Kota
20511,20511,Bakaran Batu,Lubuk Pakam
20511,20511,Lubuk Pakam I-II,Lubuk Pakam
20511,20511,Tanjung Garbus,Lubuk Pakam
20512,20512,Lubuk Pakam Pekan,Lubuk Pakam
20513,20513,Paluh Kemiri,Lubuk Pakam
20514,20514,Petapahan,Lubuk Pakam
20515,20515,Pagar Merbau Tiga,Lubuk Pakam
20515,20515,Syahmad,Lubuk Pakam
20516,20516,Lubuk Pakam Tiga,Lubuk Pakam
20517,20517,Cemara,Lubuk Pakam
20517,20517,Sekip,Lubuk Pakam
20518,20518,Pagar Jati,Lubuk Pakam
20518,20518,Pasar Melintang,Lubuk Pakam
20524,20524,Nelayan Indah,Medan Labuhan
20525,20525,Tangkahan,Medan Labuhan
20551,20551,Bandar Dolok,Pagar Merbau
20551,20551,Jati Baru (Sidoarjo I),Pagar Merbau
20551,20551,Jati Rejo,Pagar Merbau
20551,20551,Pagar Merbau I,Pagar Merbau
20551,20551,Pagar Merbau II,Pagar Merbau
20551,20551,Pasar Miring (Sidoarjo Satu Psr Miring),Pagar Merbau
20551,20551,Perbarakan,Pagar Merbau
20551,20551,Purwodadi,Pagar Merbau
20551,20551,Sidodadi Batu Delapan,Pagar Merbau
20551,20551,Suka Mulia,Pagar Merbau
20551,20551,Sukamandi Hilir,Pagar Merbau
20551,20551,Sukamandi Hulu,Pagar Merbau
20551,20551,Sumberejo,Pagar Merbau
20551,20551,Tanjung Garbus II,Pagar Merbau
20551,20551,Tanjung Garbus Kampung,Pagar Merbau
20551,20551,Tanjung Mulia,Pagar Merbau
20552,20552,Aras Kabu,Beringin
20552,20552,Beringin,Beringin
20552,20552,Emplasmen Kuala Namu,Beringin
20552,20552,Karang Anyar,Beringin
20552,20552,Pasar Enam Kuala Namu,Beringin
20552,20552,Pasar Lima Kebun Kelapa,Beringin
20552,20552,Serdang,Beringin
20552,20552,Sidoarjo Dua Ramunia,Beringin
20552,20552,Sidodadi Ramonia (Ramunia),Beringin
20552,20552,Sidourip,Beringin
20552,20552,Tumpatan,Beringin
20553,20553,Bagan Serdang,Pantai Labu
20553,20553,Binjai Bakung,Pantai Labu
20553,20553,Denai Kuala,Pantai Labu
20553,20553,Denai Lama,Pantai Labu
20553,20553,Denai Sarang Burung,Pantai Labu
20553,20553,Durian,Pantai Labu
20553,20553,Kelambir,Pantai Labu
20553,20553,Kubah Sentang,Pantai Labu
20553,20553,Paluh Sebaji,Pantai Labu
20553,20553,Pantai Labu Baru,Pantai Labu
20553,20553,Pantai Labu Pekan,Pantai Labu
20553,20553,Pematang Biara,Pantai Labu
20553,20553,Perkebunan Ramonia (Ramunia),Pantai Labu
20553,20553,Ramonia I (Ramunia Satu),Pantai Labu
20553,20553,Ramonia II (Ramunia Dua),Pantai Labu
20553,20553,Rantau Panjang,Pantai Labu
20553,20553,Regemuk,Pantai Labu
20553,20553,Sei Tuan,Pantai Labu
20553,20553,Tengah (Kampung Tengah),Pantai Labu
20581,20581,Bagerpang,Bangun Purba
20581,20581,Bah Balua,Bangun Purba
20581,20581,Bah Perak,Bangun Purba
20581,20581,Bandar Gunung,Bangun Purba
20581,20581,Bandar Kuala (Kwala),Bangun Purba
20581,20581,Bandar Meriah,Bangun Purba
20581,20581,Bangun Purba,Bangun Purba
20581,20581,Bangun Purba Tengah,Bangun Purba
20581,20581,Batu Gingging,Bangun Purba
20581,20581,Batu Rata,Bangun Purba
20581,20581,Cimahi (Cimahe),Bangun Purba
20581,20581,Damak Maliho,Bangun Purba
20581,20581,Geriahan (Greahan),Bangun Purba
20581,20581,Mabar,Bangun Purba
20581,20581,Marambun Barat (Marombun Barat),Bangun Purba
20581,20581,Marambun Ujung Jawi,Bangun Purba
20581,20581,Perguroan (Perguruan),Bangun Purba
20581,20581,Rumah Deleng,Bangun Purba
20581,20581,Sialang,Bangun Purba
20581,20581,Sibaganding,Bangun Purba
20581,20581,Suka Luae (Lewei),Bangun Purba
20581,20581,Tanjung Purba,Bangun Purba
20581,20581,Ujung Rambe,Bangun Purba
20581,20581,Urung Ganjang,Bangun Purba
20582,20582,Bah Bah Buntu,Sinembah Tanjung Muda Hulu
20582,20582,Durian Empat Mbelang,Sinembah Tanjung Muda Hulu
20582,20582,Durin Tinggung,Sinembah Tanjung Muda Hulu
20582,20582,Gunung Manumpak A,Sinembah Tanjung Muda Hulu
20582,20582,Gunung Manumpak B,Sinembah Tanjung Muda Hulu
20582,20582,Kuta Mbelin,Sinembah Tanjung Muda Hulu
20582,20582,Liang Muda,Sinembah Tanjung Muda Hulu
20582,20582,Liang Pematang,Sinembah Tanjung Muda Hulu
20582,20582,Ranggitgit,Sinembah Tanjung Muda Hulu
20582,20582,Rumah Lengo,Sinembah Tanjung Muda Hulu
20582,20582,Rumah Rih,Sinembah Tanjung Muda Hulu
20582,20582,Rumah Sumbul,Sinembah Tanjung Muda Hulu
20582,20582,Sibunga-Bunga Hilir,Sinembah Tanjung Muda Hulu
20582,20582,Sipinggan,Sinembah Tanjung Muda Hulu
20582,20582,Tanah Gara Hulu,Sinembah Tanjung Muda Hulu
20582,20582,Tanjung Bangku (Bampu),Sinembah Tanjung Muda Hulu
20582,20582,Tanjung Muda,Sinembah Tanjung Muda Hulu
20582,20582,Tanjung Raja,Sinembah Tanjung Muda Hulu
20582,20582,Tanjung Timur,Sinembah Tanjung Muda Hulu
20582,20582,Tiga Juhar,Sinembah Tanjung Muda Hulu
20583,20583,Bintang Meriah,Gunung Meriah
20583,20583,Gunung Meriah,Gunung Meriah
20583,20583,Gunung Paribuan,Gunung Meriah
20583,20583,Gunung Seribu,Gunung Meriah
20583,20583,Gunung Sinembah,Gunung Meriah
20583,20583,Kuta Bayu,Gunung Meriah
20583,20583,Kuta Tengah,Gunung Meriah
20583,20583,Marjanji Pematang,Gunung Meriah
20583,20583,Marjanji Tongah,Gunung Meriah
20583,20583,Pekan Gunung Meriah,Gunung Meriah
20583,20583,Simompar (Simempar),Gunung Meriah
20583,20583,Ujung Meriah,Gunung Meriah
20585,20585,Bandar Kuala,Galang
20585,20585,Baru Titi Besi,Galang
20585,20585,Batu Lokong,Galang
20585,20585,Galang Barat,Galang
20585,20585,Galang Kota,Galang
20585,20585,Galang Suka,Galang
20585,20585,Jaharum A,Galang
20585,20585,Jaharum B,Galang
20585,20585,Juhar Baru,Galang
20585,20585,Kelapa Satu,Galang
20585,20585,Keramat Gajah,Galang
20585,20585,Kotangan,Galang
20585,20585,Kotasan,Galang
20585,20585,Nogorejo,Galang
20585,20585,Paku,Galang
20585,20585,Paya Itik,Galang
20585,20585,Paya Kuda,Galang
20585,20585,Paya Sampir,Galang
20585,20585,Petangguhan,Galang
20585,20585,Petumbukan,Galang
20585,20585,Pisang Pala,Galang
20585,20585,Pulau Tagor Batu,Galang
20585,20585,Sei Karang,Galang
20585,20585,Sei Putih,Galang
20585,20585,Tanah Abang,Galang
20585,20585,Tanah Merah,Galang
20585,20585,Tanjung Gusti,Galang
20585,20585,Tanjung Siporkis,Galang
20585,20585,Timbang Deli,Galang
20611,20611,Berohol,Bajenis
20611,20611,Karya Jaya,Rambutan
20612,20612,Bulian,Bajenis
20612,20612,Pinang Mancung,Bajenis
20612,20612,Teluk Karang,Bajenis
20613,20613,Bandar Sakti,Bajenis
20613,20613,Bandar Utama,Tebing Tinggi Kota
20614,20614,Lalang,Rambutan
20614,20614,Rantau Laban,Rambutan
20615,20615,Badak Bejuang,Tebing Tinggi Kota
20616,20616,Mekar Sentosa,Rambutan
20616,20616,Sri Padang,Rambutan
20616,20616,Tanjung Marulak,Rambutan
20616,20616,Tanjung Marulak Hilir,Rambutan
20621,20621,Durian,Bajenis
20621,20621,Pelita,Bajenis
20622,20622,Lubuk Baru,Padang Hulu
20623,20623,Pabatu,Padang Hulu
20624,20624,Lubuk Raya,Padang Hulu
20624,20624,Padang Merbau,Padang Hulu
20624,20624,Persiakan,Padang Hulu
20624,20624,Tualang,Padang Hulu
20625,20625,Bandarsono,Padang Hulu
20626,20626,Mandailing,Tebing Tinggi Kota
20627,20627,Pasar Baru,Tebing Tinggi Kota
20628,20628,Pasar Gambir,Tebing Tinggi Kota
20631,20631,Tambangan,Padang Hilir
20631,20631,Tebing Tinggi,Padang Hilir
20632,20632,Tebing Tinggi Lama,Tebing Tinggi Kota
20633,20633,Rambung,Tebing Tinggi Kota
20634,20634,Bagelen,Padang Hilir
20636,20636,Damar Sari,Padang Hilir
20636,20636,Deblod Sundoro,Padang Hilir
20636,20636,Satria,Padang Hilir
20636,20636,Tambangan Hulu,Padang Hilir
20711,20711,Pekan Binjai,Binjai Kota
20712,20712,Binjai,Binjai Kota
20713,20713,Kartini,Binjai Kota
20713,20713,Setia,Binjai Kota
20714,20714,Satria,Binjai Kota
20714,20714,Tangsi,Binjai Kota
20715,20715,Berngam,Binjai Kota
20716,20716,Limau Sundai,Binjai Barat
20717,20717,Limau Mungkur,Binjai Barat
20717,20717,Sukaramai,Binjai Barat
20718,20718,Payaroba,Binjai Barat
20719,20719,Bandar Senembah,Binjai Barat
20719,20719,Suka Maju,Binjai Barat
20721,20721,Rambung Timur,Binjai Selatan
