id,name,kota_id
kec_4173,Sampanahan,Kotabaru
kec_4174,Sungai Durian,Kotabaru
kec_4175,Pamukan Selatan,Kotabaru
kec_4176,Pamukan Utara,Kotabaru
kec_4177,Pamukan Barat,Kotabaru
kec_4178,Pulau Sembilan,Kotabaru
kec_4179,Karang Bintang,Tanah Bumbu
kec_4180,Mantewe,Tanah Bumbu
kec_4181,Simpang Empat,Tanah Bumbu
kec_4182,Batulicin,Tanah Bumbu
kec_4183,Kusan Hulu,Tanah Bumbu
kec_4184,Kuranji,Tanah Bumbu
kec_4185,Kusan Hilir,Tanah Bumbu
kec_4186,Sungai Loban,Tanah Bumbu
kec_4187,Satui,Tanah Bumbu
kec_4188,Angsana,Tanah Bumbu
kec_4189,Pahandut,Palangka Raya
kec_4190,Jekan Raya,Palangka Raya
kec_4191,Sebangau,Palangka Raya
kec_4192,Bukit Batu,Palangka Raya
kec_4193,Rakumpit,Palangka Raya
kec_4194,Bataguh,Kapuas
kec_4195,Selat,Kapuas
kec_4196,Kapuas Hilir,Kapuas
kec_4197,Kapuas Barat,Kapuas
kec_4198,Mantangai,Kapuas
kec_4199,Timpah,Kapuas
kec_4200,Kapuas Tengah,Kapuas
kec_4201,Pasak Talawang,Kapuas
kec_4202,Mandau Talawang,Kapuas
kec_4203,Basarang,Kapuas
kec_4204,Kapuas Timur,Kapuas
kec_4205,Tamban Catur,Kapuas
kec_4206,Kapuas Kuala,Kapuas
kec_4207,Pulau Petak,Kapuas
kec_4208,Kapuas Murung,Kapuas
kec_4209,Dadahup,Kapuas
kec_4210,Dusun Timur,Barito Timur
kec_4211,Paju Epat,Barito Timur
kec_4212,Dusun Tengah,Barito Timur
kec_4213,Paku,Barito Timur
kec_4214,Raren Batuah,Barito Timur
kec_4215,Karusen Janang,Barito Timur
kec_4216,Pematang Karau,Barito Timur
kec_4217,Benua Lima,Barito Timur
kec_4218,Patangkep Tutui,Barito Timur
kec_4219,Awang,Barito Timur
kec_4220,Dusun Selatan,Barito Selatan
kec_4221,Dusun Utara,Barito Selatan
kec_4222,Gunung Bintang Awai,Barito Selatan
kec_4223,Karau Kuala,Barito Selatan
kec_4224,Dusun Hilir,Barito Selatan
kec_4225,Jenamas,Barito Selatan
kec_4226,Teweh Tengah,Barito Utara
kec_4227,Teweh Baru,Barito Utara
kec_4228,Teweh Selatan,Barito Utara
kec_4229,Lahei Barat,Barito Utara
kec_4230,Lahei,Barito Utara
kec_4231,Montallat (Montalat),Barito Utara
kec_4232,Gunung Timang,Barito Utara
kec_4233,Gunung Purei,Barito Utara
kec_4234,Teweh Timur,Barito Utara
kec_4235,Murung,Murung Raya
kec_4236,Tanah Siang,Murung Raya
kec_4237,Tanah Siang Selatan,Murung Raya
kec_4238,Permata Intan,Murung Raya
kec_4239,Sungai Babuat,Murung Raya
kec_4240,Sumber Barito,Murung Raya
kec_4241,Uut Murung,Murung Raya
kec_4242,Seribu Riam,Murung Raya
kec_4243,Laung Tuhup,Murung Raya
kec_4244,Barito Tuhup Raya,Murung Raya
kec_4245,Arut Selatan,Kotawaringin Barat
kec_4246,Arut Utara,Kotawaringin Barat
kec_4247,Kotawaringin Lama,Kotawaringin Barat
kec_4248,Bulik,Lamandau
kec_4249,Menthobi Raya,Lamandau
kec_4250,Sematu Jaya,Lamandau
kec_4251,Bulik Timur,Lamandau
kec_4252,Jelai,Sukamara
kec_4253,Pantai Lunci,Sukamara
kec_4254,Sukamara,Sukamara
kec_4255,Balai Riam,Sukamara
kec_4256,Permata Kecubung,Sukamara
kec_4257,Kumai,Kotawaringin Barat
kec_4258,Pangkalan Banteng,Kotawaringin Barat
kec_4259,Pangkalan Lada,Kotawaringin Barat
kec_4260,Seruyan Hilir,Seruyan
kec_4261,Seruyan Hilir Timur,Seruyan
kec_4262,Seruyan Raya,Seruyan
kec_4263,Danau Sembuluh,Seruyan
kec_4264,Danau Seluluk,Seruyan
kec_4265,Hanau,Seruyan
kec_4266,Seruyan Tengah,Seruyan
kec_4267,Batu Ampar,Seruyan
kec_4268,Seruyan Hulu,Seruyan
kec_4269,Suling Tambun,Seruyan
kec_4270,Baamang,Kotawaringin Timur
kec_4271,Seranau,Kotawaringin Timur
kec_4272,Mentawa Baru (Ketapang),Kotawaringin Timur
kec_4273,Telaga Antang,Kotawaringin Timur
kec_4274,Antang Kalang,Kotawaringin Timur
kec_4275,Kota Besi,Kotawaringin Timur
kec_4276,Telawang,Kotawaringin Timur
kec_4277,Cempaga Hulu,Kotawaringin Timur
kec_4278,Cempaga,Kotawaringin Timur
kec_4279,Parenggean,Kotawaringin Timur
kec_4280,Tualan Hulu,Kotawaringin Timur
kec_4281,Mentaya Hulu,Kotawaringin Timur
kec_4282,Bukit Santuei,Kotawaringin Timur
kec_4283,Mentaya Hilir Utara,Kotawaringin Timur
kec_4284,Pulau Hanaut,Kotawaringin Timur
kec_4285,Teluk Sampit,Kotawaringin Timur
kec_4286,Mentaya Hilir Selatan,Kotawaringin Timur
kec_4287,Katingan Hilir,Katingan
kec_4288,Tewang Sanggalang Garing (Sangalang),Katingan
kec_4289,Pulau Malan,Katingan
kec_4290,Katingan Tengah,Katingan
kec_4291,Petak Malai,Katingan
kec_4292,Sanaman Mantikei (Senamang Mantikei),Katingan
kec_4293,Marikit,Katingan
kec_4294,Katingan Hulu,Katingan
kec_4295,Bukit Raya,Katingan
kec_4296,Tasik Payawan,Katingan
kec_4297,Kamipang,Katingan
kec_4298,Katingan Kuala,Katingan
kec_4299,Mendawai,Katingan
kec_4300,Kurun,Gunung Mas
kec_4301,Tewah,Gunung Mas
kec_4302,Kahayan Hulu Utara,Gunung Mas
kec_4303,Miri Manasa,Gunung Mas
kec_4304,Damang Batu,Gunung Mas
kec_4305,Rungan Hulu,Gunung Mas
kec_4306,Rungan,Gunung Mas
kec_4307,Rungan Barat,Gunung Mas
kec_4308,Manuhing,Gunung Mas
kec_4309,Manuhing Raya,Gunung Mas
kec_4310,Mihing Raya,Gunung Mas
kec_4311,Sepang (Sepang Simin),Gunung Mas
kec_4312,Kapuas Hulu,Kapuas
kec_4313,Lamandau,Lamandau
kec_4314,Belantikan Raya,Lamandau
kec_4315,Batangkawa,Lamandau
kec_4316,Delang,Lamandau
kec_4317,Kahayan Hilir,Pulang Pisau
kec_4318,Jabiren Raya,Pulang Pisau
kec_4319,Kahayan Tengah,Pulang Pisau
kec_4320,Banama Tingang,Pulang Pisau
kec_4321,Pandih Batu,Pulang Pisau
kec_4322,Kahayan Kuala,Pulang Pisau
kec_4323,Maliku,Pulang Pisau
kec_4324,Sebangau Kuala,Pulang Pisau
kec_4325,Samarinda Kota,Samarinda
kec_4326,Sambutan,Samarinda
kec_4327,Samarinda Ilir,Samarinda
kec_4328,Sungai Pinang,Samarinda
kec_4329,Samarinda Utara,Samarinda
kec_4330,Samarinda Ulu,Samarinda
kec_4331,Sungai Kunjang,Samarinda
kec_4332,Samarinda Seberang,Samarinda
kec_4333,Loa Janan Ilir,Samarinda
kec_4334,Palaran,Samarinda
kec_4335,Sanga-Sanga,Kutai Kartanegara
kec_4336,Muara Jawa,Kutai Kartanegara
kec_4337,Samboja (Semboja),Kutai Kartanegara
kec_4338,Bontang Utara,Bontang
kec_4339,Bontang Barat,Bontang
kec_4340,Bontang Selatan,Bontang
kec_4341,Anggana,Kutai Kartanegara
kec_4342,Muara Badak,Kutai Kartanegara
kec_4343,Marang Kayu,Kutai Kartanegara
kec_4344,Loa Janan,Kutai Kartanegara
kec_4345,Tenggarong,Kutai Kartanegara
kec_4346,Sebulu,Kutai Kartanegara
kec_4347,Muara Kaman,Kutai Kartanegara
kec_4348,Telen,Kutai Timur
kec_4349,Kongbeng,Kutai Timur
kec_4350,Muara Ancalong,Kutai Timur
kec_4351,Busang,Kutai Timur
kec_4352,Kembang Janggut,Kutai Kartanegara
kec_4353,Tabang,Kutai Kartanegara
kec_4354,Muara Wis,Kutai Kartanegara
kec_4355,Kota Bangun,Kutai Kartanegara
kec_4356,Muara Muntai,Kutai Kartanegara
kec_4357,Kenohan,Kutai Kartanegara
kec_4358,Loa Kulu,Kutai Kartanegara
kec_4359,Tenggarong Seberang,Kutai Kartanegara
kec_4360,Linggang Bigung,Kutai Barat
kec_4361,Kaliorang,Kutai Timur
kec_4362,Bengalon,Kutai Timur
kec_4363,Kaubun,Kutai Timur
kec_4364,Muara Bengkal,Kutai Timur
kec_4365,Batu Ampar,Kutai Timur
kec_4366,Long Mesangat (Mesengat),Kutai Timur
kec_4367,Muara Wahau,Kutai Timur
kec_4368,Teluk Pandan,Kutai Timur
kec_4369,Rantau Pulung,Kutai Timur
kec_4370,Sangatta Selatan,Kutai Timur
kec_4371,Sangatta Utara,Kutai Timur
kec_4372,Karangan,Kutai Timur
kec_4373,Sangkulirang,Kutai Timur
kec_4374,Sandaran,Kutai Timur
kec_4375,Penyinggahan,Kutai Barat
kec_4376,Melak,Kutai Barat
kec_4377,Manor Bulatin (Mook Manaar Bulatn),Kutai Barat
kec_4378,Sekolaq Darat,Kutai Barat
kec_4379,Long Iram,Kutai Barat
kec_4380,Tering,Kutai Barat
kec_4381,Long Bagun,Kutai Barat
kec_4382,Long Pahangai,Kutai Barat
kec_4383,Long Apari,Kutai Barat
kec_4384,Bongan,Kutai Barat
kec_4385,Jempang,Kutai Barat
kec_4386,Siluq Ngurai,Kutai Barat
kec_4387,Muara Pahu,Kutai Barat
kec_4388,Muara Lawa,Kutai Barat
kec_4389,Barong Tongkok,Kutai Barat
kec_4390,Nyuatan,Kutai Barat
kec_4391,Damai,Kutai Barat
kec_4392,Bentian Besar,Kutai Barat
kec_4393,Laham,Kutai Barat
kec_4394,Long Hubung,Kutai Barat
kec_4395,Balikpapan Kota,Balikpapan
kec_4396,Balikpapan Selatan,Balikpapan
kec_4397,Balikpapan Timur,Balikpapan
kec_4398,Balikpapan Tengah,Balikpapan
kec_4399,Balikpapan Utara,Balikpapan
kec_4400,Balikpapan Barat,Balikpapan
kec_4401,Penajam,Penajam Paser Utara
kec_4402,Sepaku,Penajam Paser Utara
kec_4403,Tanah Grogot,Paser
kec_4404,Batu Sopang,Paser
kec_4405,Muara Samu,Paser
kec_4406,Muara Komam,Paser
kec_4407,Batu Engau,Paser
kec_4408,Tanjung Harapan,Paser
kec_4409,Pasir Belengkong,Paser
kec_4410,Kuaro,Paser
kec_4411,Long Ikis,Paser
kec_4412,Long Kali,Paser
kec_4413,Waru,Penajam Paser Utara
kec_4414,Babulu,Penajam Paser Utara
kec_4415,Tarakan Barat,Tarakan
kec_4416,Tarakan Tengah,Tarakan
kec_4417,Tarakan Timur,Tarakan
kec_4418,Tarakan Utara,Tarakan
kec_4419,Sesayap Hilir,Tana Tidung
kec_4420,Betayau,Tana Tidung
kec_4421,Sesayap,Tana Tidung
kec_4422,Mentarang Hulu,Malinau
kec_4423,Tanjung Palas,Bulungan (Bulongan)
kec_4424,Tanjung Selor,Bulungan (Bulongan)
kec_4425,Tanjung Palas Utara,Bulungan (Bulongan)
kec_4426,Tanjung Palas Timur,Bulungan (Bulongan)
kec_4427,Tanjung Palas Tengah,Bulungan (Bulongan)
kec_4428,Tanjung Palas Barat,Bulungan (Bulongan)
kec_4429,Peso,Bulungan (Bulongan)
kec_4430,Peso Hilir/Ilir,Bulungan (Bulongan)
kec_4431,Sekatak,Bulungan (Bulongan)
kec_4432,Pulau Bunyu,Bulungan (Bulongan)
kec_4433,Tanjung Redeb,Berau
kec_4434,Teluk Bayur,Berau
kec_4435,Gunung Tabur,Berau
kec_4436,Segah,Berau
kec_4437,Kelay,Berau
kec_4438,Sambaliung,Berau
kec_4439,Biatan,Berau
kec_4440,Talisayan,Berau
kec_4441,Tabalar,Berau
kec_4442,Batu Putih,Berau
kec_4443,Biduk-Biduk,Berau
kec_4444,Derawan (Pulau Derawan),Berau
kec_4445,Maratua,Berau
kec_4446,Sembakung,Nunukan
kec_4447,Tana Lia (Tanah Lia),Tana Tidung
kec_4448,Krayan Selatan,Nunukan
kec_4449,Krayan,Nunukan
kec_4450,Lumbis Ogong,Nunukan
kec_4451,Lumbis,Nunukan
kec_4452,Sebuku,Nunukan
kec_4453,Nunukan,Nunukan
kec_4454,Tulin Onsoi,Nunukan
kec_4455,Nunukan Selatan,Nunukan
kec_4456,Sei Menggaris,Nunukan
kec_4457,Sebatik Tengah,Nunukan
kec_4458,Sebatik,Nunukan
kec_4459,Sebatik Barat,Nunukan
kec_4460,Sebatik Timur,Nunukan
kec_4461,Sebatik Utara,Nunukan
kec_4462,Malinau Selatan Hilir,Malinau
kec_4463,Malinau Kota,Malinau
kec_4464,Malinau Utara,Malinau
kec_4465,Malinau Selatan,Malinau
kec_4466,Malinau Selatan Hulu,Malinau
kec_4467,Malinau Barat,Malinau
kec_4468,Mentarang,Malinau
kec_4469,Sungai Tubu,Malinau
kec_4470,Bahau Hulu,Malinau
kec_4471,Pujungan,Malinau
kec_4472,Kayan Hilir,Malinau
kec_4473,Kayan Hulu,Malinau
kec_4474,Sungai Boh,Malinau
kec_4475,Kayan Selatan,Malinau
kec_4476,Pontianak Kota,Pontianak
kec_4477,Pontianak Barat,Pontianak
kec_4478,Pontianak Selatan,Pontianak
kec_4479,Pontianak Tenggara,Pontianak
kec_4480,Pontianak Timur,Pontianak
kec_4481,Sei/Sungai Raya,Kubu Raya
kec_4482,Pontianak Utara,Pontianak
kec_4483,Siantan,Pontianak
kec_4484,Segedong,Pontianak
kec_4485,Anjongan,Pontianak
kec_4486,Sei/Sungai Pinyuh,Pontianak
kec_4487,Kuala Mandor-B,Kubu Raya
kec_4488,Sadaniang,Pontianak
kec_4489,Toho,Pontianak
kec_4490,Sei/Sungai Kunyit,Pontianak
kec_4491,Sei/Sungai Kakap,Kubu Raya
kec_4492,Rasau Jaya,Kubu Raya
kec_4493,Teluk/Telok Pakedai,Kubu Raya
kec_4494,Kubu,Kubu Raya
kec_4495,Batu Ampar,Kubu Raya
kec_4496,Terentang,Kubu Raya
kec_4497,Sei/Sungai Ambawang,Kubu Raya
kec_4498,Kapuas (Sanggau Kapuas),Sanggau
kec_4499,Bonti,Sanggau
kec_4500,Kembayan,Sanggau
kec_4501,Noyan,Sanggau
kec_4502,Beduai (Beduwai),Sanggau
kec_4503,Sekayam,Sanggau
kec_4504,Entikong,Sanggau
kec_4505,Parindu,Sanggau
kec_4506,Tayan Hulu,Sanggau
kec_4507,Balai,Sanggau
kec_4508,Tayan Hilir,Sanggau
kec_4509,Meliau,Sanggau
kec_4510,Toba,Sanggau
kec_4511,Mukok,Sanggau
kec_4512,Jangkang,Sanggau
kec_4513,Sintang,Sintang
kec_4514,Ketungau Hilir,Sintang
kec_4515,Ketungau Tengah,Sintang
kec_4516,Ketungau Hulu,Sintang
kec_4517,Sungai Tebelian,Sintang
kec_4518,Kelam Permai,Sintang
kec_4519,Tempunak,Sintang
kec_4520,Sepauk,Sintang
kec_4521,Binjai Hulu,Sintang
kec_4522,Serawai (Nanga Serawai),Sintang
kec_4523,Ambalau,Sintang
kec_4524,Dedai,Sintang
kec_4525,Kayan Hilir,Sintang
kec_4526,Kayan Hulu,Sintang
kec_4527,Putussibau Selatan,Kapuas Hulu
kec_4528,Putussibau Utara,Kapuas Hulu
kec_4529,Bika,Kapuas Hulu
kec_4530,Embaloh Hilir,Kapuas Hulu
kec_4531,Embaloh Hulu,Kapuas Hulu
kec_4532,Kalis,Kapuas Hulu
kec_4533,Mentebah,Kapuas Hulu
kec_4534,Boyan Tanjung,Kapuas Hulu
kec_4535,Pengkadan (Batu Datu),Kapuas Hulu
kec_4536,Bunut Hilir,Kapuas Hulu
kec_4537,Bunut Hulu,Kapuas Hulu
kec_4538,Jongkong (Jengkong),Kapuas Hulu
kec_4539,Hulu Gurung,Kapuas Hulu
kec_4540,Selimbau,Kapuas Hulu
kec_4541,Batang Lupar,Kapuas Hulu
kec_4542,Badau,Kapuas Hulu
kec_4543,Empanang,Kapuas Hulu
kec_4544,Puring Kencana,Kapuas Hulu
kec_4545,Semitau,Kapuas Hulu
kec_4546,Seberuang,Kapuas Hulu
kec_4547,Silat Hilir,Kapuas Hulu
kec_4548,Silat Hulu,Kapuas Hulu
kec_4549,Suhaid,Kapuas Hulu
kec_4550,Delta Pawan,Ketapang
kec_4551,Matan Hilir Utara,Ketapang
kec_4552,Muara Pawan,Ketapang
kec_4553,Benua Kayong,Ketapang
kec_4554,Matan Hilir Selatan,Ketapang
kec_4555,Sukadana,Kayong Utara
kec_4556,Simpang Hilir,Kayong Utara
kec_4557,Simpang Hulu,Ketapang
kec_4558,Simpang Dua,Ketapang
kec_4559,Kepulauan Karimata,Kayong Utara
kec_4560,Pulau Maya (Pulau Maya Karimata),Kayong Utara
kec_4561,Teluk Batang,Kayong Utara
kec_4562,Seponti,Kayong Utara
kec_4563,Kendawangan,Ketapang
kec_4564,Air Upas,Ketapang
kec_4565,Marau,Ketapang
kec_4566,Singkup,Ketapang
kec_4567,Manis Mata,Ketapang
kec_4568,Sandai,Ketapang
kec_4569,Hulu Sungai,Ketapang
kec_4570,Sungai Laur,Ketapang
kec_4571,Nanga Tayap,Ketapang
kec_4572,Tumbang Titi,Ketapang
kec_4573,Sungai Melayu Rayak,Ketapang
kec_4574,Pemahan,Ketapang
kec_4575,Jelai Hulu,Ketapang
kec_4576,Mempawah Hilir,Pontianak
kec_4577,Mempawah Timur,Pontianak
kec_4578,Singkawang Tengah,Singkawang
kec_4579,Singkawang Barat,Singkawang
kec_4580,Singkawang Utara,Singkawang
kec_4581,Jawai Selatan,Sambas
kec_4582,Singkawang Selatan,Singkawang
kec_4583,Monterado,Bengkayang
kec_4584,Bengkayang,Bengkayang
kec_4585,Sungai Betung,Bengkayang
kec_4586,Teriak,Bengkayang
kec_4587,Singkawang Timur,Singkawang
kec_4588,Tujuh Belas,Bengkayang
kec_4589,Capkala,Bengkayang
kec_4590,Sungai Raya Kepulauan,Bengkayang
kec_4591,Sungai Raya,Bengkayang
kec_4592,Samalantan,Bengkayang
kec_4593,Lembah Bawang,Bengkayang
kec_4594,Lumar,Bengkayang
kec_4595,Suti Semarang,Bengkayang
kec_4596,Ledo,Bengkayang
kec_4597,Sanggau Ledo,Bengkayang
kec_4598,Seluas,Bengkayang
kec_4599,Jagoi Babang,Bengkayang
kec_4600,Siding,Bengkayang
kec_4601,Mandor,Landak
kec_4602,Sengah Temila,Landak
kec_4603,Ngabang,Landak
kec_4604,Jelimpo,Landak
kec_4605,Sebangki,Landak
kec_4606,Menjalin,Landak
kec_4607,Sompak,Landak
kec_4608,Mempawah Hulu,Landak
kec_4609,Menyuke,Landak
kec_4610,Banyuke Hulu,Landak
kec_4611,Air Besar,Landak
kec_4612,Meranti,Landak
kec_4613,Kuala Behe,Landak
kec_4614,Subah,Sambas
kec_4615,Selakau,Sambas
kec_4616,Selakau Timur,Sambas
kec_4617,Galing,Sambas
kec_4618,Pemangkat,Sambas
kec_4619,Salatiga,Sambas
kec_4620,Semparuk,Sambas
kec_4621,Jawai,Sambas
kec_4622,Tebas,Sambas
kec_4623,Sajad,Sambas
kec_4624,Sambas,Sambas
kec_4625,Sebawi,Sambas
kec_4626,Sejangkung,Sambas
kec_4627,Tangaran,Sambas
kec_4628,Teluk Keramat,Sambas
kec_4629,Tekarang,Sambas
kec_4630,Paloh,Sambas
kec_4631,Sajingan Besar,Sambas
kec_4632,Sekadau Hilir,Sekadau
kec_4633,Sekadau Hulu,Sekadau
kec_4634,Nanga Taman,Sekadau
kec_4635,Nanga Mahap,Sekadau
kec_4636,Belitang Hilir,Sekadau
kec_4637,Belitang Hulu,Sekadau
kec_4638,Belitang,Sekadau
kec_4639,Belimbing,Melawi
kec_4640,Belimbing Hulu,Melawi
kec_4641,Nanga Pinoh,Melawi
kec_4642,Pinoh Selatan,Melawi
kec_4643,Pinoh Utara,Melawi
kec_4644,Sayan,Melawi
kec_4645,Tanah Pinoh,Melawi
kec_4646,Tanah Pinoh Barat,Melawi
kec_4647,Sokan,Melawi
kec_4648,Ella Hilir,Melawi
kec_4649,Menukung,Melawi
kec_4650,Denpasar Utara,Denpasar
kec_4651,Denpasar Barat,Denpasar
kec_4652,Denpasar Selatan,Denpasar
kec_4653,Denpasar Timur,Denpasar
kec_4654,Mengwi,Badung
kec_4655,Abiansemal,Badung
kec_4656,Petang,Badung
kec_4657,Kuta Selatan,Badung
kec_4658,Kuta Utara,Badung
kec_4659,Kuta,Badung
kec_4660,Gianyar,Gianyar
kec_4661,Tampak Siring,Gianyar
kec_4662,Tegallalang,Gianyar
kec_4663,Ubud,Gianyar
kec_4664,Payangan,Gianyar
kec_4665,Belah Batuh (Blahbatuh),Gianyar
kec_4666,Sukawati,Gianyar
kec_4667,Bangli,Bangli
kec_4668,Kintamani,Bangli
kec_4669,Susut,Bangli
kec_4670,Tembuku,Bangli
kec_4671,Klungkung,Klungkung
kec_4672,Banjarangkan,Klungkung
kec_4673,Dawan,Klungkung
kec_4674,Nusapenida,Klungkung
kec_4675,Karang Asem,Karangasem
kec_4676,Abang,Karangasem
kec_4677,Kubu,Karangasem
kec_4678,Bebandem,Karangasem
kec_4679,Selat,Karangasem
kec_4680,Rendang,Karangasem
kec_4681,Sidemen,Karangasem
kec_4682,Manggis,Karangasem
kec_4683,Buleleng,Buleleng
kec_4684,Banjar,Buleleng
kec_4685,Seririt,Buleleng
kec_4686,Busungbiu,Buleleng
kec_4687,Gerokgak,Buleleng
kec_4688,Sukasada,Buleleng
kec_4689,Sawan,Buleleng
kec_4690,Kubutambahan,Buleleng
kec_4691,Tejakula,Buleleng
kec_4692,Tabanan,Tabanan
kec_4693,Kediri,Tabanan
kec_4694,Penebel,Tabanan
kec_4695,Kerambitan,Tabanan
kec_4696,Selemadeg / Salemadeg Barat,Tabanan
kec_4697,Selemadeg,Tabanan
kec_4698,Selemadeg / Salamadeg Timur,Tabanan
kec_4699,Pupuan,Tabanan
kec_4700,Marga,Tabanan
kec_4701,Baturiti,Tabanan
kec_4702,Jembrana,Jembrana
kec_4703,Negara,Jembrana
kec_4704,Melaya,Jembrana
kec_4705,Mendoyo,Jembrana
kec_4706,Pekutatan,Jembrana
kec_4707,Ampenan,Mataram
kec_4708,Sekarbela,Mataram
kec_4709,Mataram,Mataram
kec_4710,Selaparang (Selaprang),Mataram
kec_4711,Sandubaya (Sandujaya),Mataram
kec_4712,Cakranegara,Mataram
kec_4713,Gunungsari,Lombok Barat
kec_4714,Pemenang,Lombok Utara
kec_4715,Tanjung,Lombok Utara
kec_4716,Gangga,Lombok Utara
kec_4717,Kayangan,Lombok Utara
kec_4718,Bayan,Lombok Utara
kec_4719,Batu Layar,Lombok Barat
kec_4720,Labuapi,Lombok Barat
kec_4721,Kediri,Lombok Barat
kec_4722,Kuripan,Lombok Barat
kec_4723,Gerung,Lombok Barat
kec_4724,Lembar,Lombok Barat
kec_4725,Sekotong,Lombok Barat
kec_4726,Narmada,Lombok Barat
kec_4727,Lingsar,Lombok Barat
kec_4728,Praya,Lombok Tengah
kec_4729,Praya Tengah,Lombok Tengah
kec_4730,Batukliang Utara,Lombok Tengah
kec_4731,Batukliang,Lombok Tengah
kec_4732,Kopang,Lombok Tengah
kec_4733,Janapria,Lombok Tengah
kec_4734,Jonggat,Lombok Tengah
kec_4735,Pringgarata,Lombok Tengah
kec_4736,Praya Barat Daya,Lombok Tengah
kec_4737,Praya Barat,Lombok Tengah
kec_4738,Pujut,Lombok Tengah
kec_4739,Praya Timur,Lombok Tengah
kec_4740,Selong,Lombok Timur
kec_4741,Labuhan Haji,Lombok Timur
kec_4742,Suralaga,Lombok Timur
kec_4743,Sukamulia,Lombok Timur
kec_4744,Aikmel,Lombok Timur
kec_4745,Wanasaba,Lombok Timur
kec_4746,Pringgabaya,Lombok Timur
kec_4747,Suela (Suwela),Lombok Timur
kec_4748,Sambalia (Sambelia),Lombok Timur
kec_4749,Sembalun,Lombok Timur
kec_4750,Pringgasela,Lombok Timur
kec_4751,Masbagik,Lombok Timur
kec_4752,Sikur,Lombok Timur
kec_4753,Terara,Lombok Timur
kec_4754,Montong Gading,Lombok Timur
kec_4755,Sakra Barat,Lombok Timur
kec_4756,Sakra Timur,Lombok Timur
kec_4757,Sakra,Lombok Timur
kec_4758,Keruak,Lombok Timur
kec_4759,Jerowaru,Lombok Timur
kec_4760,Madapangga,Bima
kec_4761,Mpunda,Bima
kec_4762,Rasanae Barat,Bima
kec_4763,Raba,Bima
kec_4764,Rasanae Timur,Bima
kec_4765,Asakota,Bima
kec_4766,Wera,Bima
kec_4767,Ambalawi,Bima
kec_4768,Bolo,Bima
kec_4769,Soromandi,Bima
kec_4770,Donggo,Bima
kec_4771,Woha,Bima
kec_4772,Monta,Bima
kec_4773,Parado,Bima
kec_4774,Palibelo,Bima
kec_4775,Belo,Bima
kec_4776,Langgudu,Bima
kec_4777,Lambitu,Bima
kec_4778,Wawo,Bima
kec_4779,Sape,Bima
kec_4780,Lambu,Bima
kec_4781,Sanggar,Bima
kec_4782,Tambora,Bima
kec_4783,Dompu,Dompu
kec_4784,Woja,Dompu
kec_4785,Kilo,Dompu
kec_4786,Menggelewa (Manggelewa),Dompu
kec_4787,Pekat,Dompu
kec_4788,Kempo,Dompu
kec_4789,Hu'u,Dompu
kec_4790,Pajo,Dompu
kec_4791,Sumbawa,Sumbawa
kec_4792,Labuhan Badas,Sumbawa
kec_4793,Unter Iwes (Unterwiris),Sumbawa
kec_4794,Utan,Sumbawa
kec_4795,Rhee,Sumbawa
kec_4796,Alas,Sumbawa
kec_4797,Buer,Sumbawa
kec_4798,Alas Barat,Sumbawa
kec_4799,Batulanteh,Sumbawa
kec_4800,Moyo Hulu,Sumbawa
kec_4801,Lantung,Sumbawa
kec_4802,Ropang,Sumbawa
kec_4803,Lenangguar,Sumbawa
kec_4804,Lunyuk,Sumbawa
kec_4805,Orong Telu,Sumbawa
kec_4806,Moyo Utara,Sumbawa
kec_4807,Moyo Hilir,Sumbawa
kec_4808,Lopok,Sumbawa
kec_4809,Lape (Lape Lopok),Sumbawa
kec_4810,Plampang,Sumbawa
kec_4811,Labangka,Sumbawa
kec_4812,Maronge,Sumbawa
kec_4813,Tarano,Sumbawa
kec_4814,Empang,Sumbawa
kec_4815,Sateluk (Seteluk),Sumbawa Barat
kec_4816,Poto Tano,Sumbawa Barat
kec_4817,Taliwang,Sumbawa Barat
kec_4818,Brang Ene,Sumbawa Barat
kec_4819,Jereweh,Sumbawa Barat
kec_4820,Maluk,Sumbawa Barat
kec_4821,Sekongkang,Sumbawa Barat
kec_4822,Brang Rea,Sumbawa Barat
kec_4823,Oebobo,Kupang
kec_4824,Kota Raja,Kupang
kec_4825,Maulafa,Kupang
kec_4826,Kota Lama,Kupang
kec_4827,Fatuleu Barat,Kupang
kec_4828,Fatuleu Tengah,Kupang
kec_4829,Kelapa Lima,Kupang
kec_4830,Alak,Kupang
kec_4831,Kupang Barat,Kupang
kec_4832,Semau Selatan,Kupang
kec_4833,Semau,Kupang
kec_4834,Taebenu,Kupang
kec_4835,Kupang Tengah,Kupang
kec_4836,Kupang Timur,Kupang
kec_4837,Amabi Oefeto,Kupang
kec_4838,Fatuleu,Kupang
kec_4839,Amabi Oefeto Timur,Kupang
kec_4840,Amfoang Tengah,Kupang
kec_4841,Amfoang Barat Daya,Kupang
kec_4842,Amfoang Selatan,Kupang
kec_4843,Amfoang Barat Laut,Kupang
kec_4844,Amfoang Timur,Kupang
kec_4845,Amfoang Utara,Kupang
kec_4846,Amarasi,Kupang
kec_4847,Amarasi Selatan,Kupang
kec_4848,Amarasi Timur,Kupang
kec_4849,Amarasi Barat,Kupang
kec_4850,Sulamu,Kupang
kec_4851,Takari,Kupang
kec_4852,Nekamese,Kupang
kec_4853,Hawu Mehara,Sabu Raijua
